multiplex	node	score	multiplex	node	score	description
			1	HP:0002522	2.3056566927500827e-07	Areflexia of lower limbs
			1	ORPHA:3454	2.3056422078255506e-07	Intellectual disability-developmental delay-contractures syndrome
			1	HP:0011398	2.30514119941197e-07	obsolete Central hypotonia
			1	ORPHA:85179	2.3026276063681774e-07	Infantile osteopetrosis with neuroaxonal dysplasia
			1	ORPHA:401820	2.3022020372984827e-07	Autosomal recessive spastic paraplegia type 67
			1	HP:0003535	2.3010776409246e-07	3-Methylglutaconic aciduria
			1	HP:0007440	2.2972107460657265e-07	Generalized hyperpigmentation
			1	HP:0000640	2.2972084665249282e-07	Gaze-evoked nystagmus
			1	HP:0001355	2.2970465305751186e-07	Megalencephaly
			1	ORPHA:166024	2.296862133181252e-07	Multiple epiphyseal dysplasia, Al-Gazali type
			1	ORPHA:2326	2.2951972542723962e-07	Kallmann syndrome-heart disease syndrome
			1	HP:0006695	2.2936888692291085e-07	Atrioventricular canal defect
			1	HP:0100631	2.293441880200526e-07	Neoplasm of the adrenal gland
			1	HP:0000600	2.287482774789955e-07	Abnormality of the pharynx
			1	HP:0005338	2.2862939517750227e-07	Sparse lateral eyebrow
			1	HP:0011923	2.2851498689704938e-07	Decreased activity of mitochondrial complex I
			1	ORPHA:401830	2.283486683977896e-07	Autosomal recessive spastic paraplegia type 69
			1	ORPHA:2339	2.273669178681644e-07	Keratosis follicularis-dwarfism-cerebral atrophy syndrome
			1	ORPHA:93329	2.2728455898311734e-07	Autosomal recessive omodysplasia
			1	HP:0001712	2.271613869436529e-07	Left ventricular hypertrophy
			1	HP:0006476	2.2708504951045693e-07	Abnormality of the pancreatic islet cells
			1	HP:0002000	2.268933809830768e-07	Short columella
			1	ORPHA:2633	2.2671380379562475e-07	Mesomelic dysplasia, Nievergelt type
			1	HP:0001342	2.26673810988982e-07	Cerebral hemorrhage
			1	HP:0000366	2.2658923638091437e-07	Abnormality of the nose
			1	HP:0012707	2.2658115537004695e-07	Elevated brain lactate level by MRS
			1	HP:0002164	2.2652599487310478e-07	Nail dysplasia
			1	HP:0000509	2.2626973218888158e-07	Conjunctivitis
			1	ORPHA:94122	2.2610304964036002e-07	Cerebellar ataxia, Cayman type
			1	HP:0400004	2.2606115799164065e-07	Long ear
			1	HP:0000492	2.260443379726808e-07	Abnormal eyelid morphology
			1	HP:0003557	2.2596893953081519e-07	Increased variability in muscle fiber diameter
			1	HP:0000476	2.2587032398457318e-07	Cystic hygroma
			1	ORPHA:35706	2.2575001250755147e-07	Glutaric acidemia type 3
			1	HP:0002352	2.2542894696060158e-07	Leukoencephalopathy
			1	HP:0000653	2.2516070446201767e-07	Sparse eyelashes
			1	HP:0001081	2.2514423270685785e-07	Cholelithiasis
			1	ORPHA:496689	2.245048305158962e-07	Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome
			1	HP:0007000	2.2444605619756402e-07	Morning myoclonic jerks
			1	HP:0007392	2.2412089828409482e-07	Excessive wrinkled skin
			1	ORPHA:361	2.2404157226502438e-07	Familial glucocorticoid deficiency
			1	HP:0000912	2.2404104603018526e-07	Sprengel anomaly
			1	ORPHA:401840	2.2361560520982346e-07	Autosomal recessive spastic paraplegia type 71
			1	ORPHA:30	2.235799483873744e-07	Hereditary orotic aciduria
			1	HP:0006892	2.2337039318926379e-07	Frontotemporal cerebral atrophy
			1	ORPHA:293	2.2296684033186562e-07	Congenital herpes simplex virus infection
			1	HP:0003391	2.229544175926911e-07	Gowers sign
			1	HP:0012447	2.227453911326464e-07	Abnormal myelination
			1	HP:0002999	2.225553529906893e-07	Patellar dislocation
			1	HP:0007766	2.225027421379329e-07	Optic disc hypoplasia
			1	HP:0000273	2.2246470770740242e-07	Facial grimacing
			1	ORPHA:47159	2.222479868309032e-07	Proximal renal tubular acidosis
			1	HP:0000388	2.2214723655968906e-07	Otitis media
			1	HP:0040064	2.2196941281257234e-07	Abnormality of limbs
			1	ORPHA:1240	2.2153429211225847e-07	Metaphyseal acroscyphodysplasia
			1	HP:0000201	2.2125898291498733e-07	Pierre-Robin sequence
			1	ORPHA:97240	2.2083175981297082e-07	Zebra body myopathy
			1	HP:0000161	2.198492785996454e-07	Median cleft lip
			1	ORPHA:98890	2.1942372805399445e-07	Early-onset X-linked optic atrophy
			1	HP:0010751	2.1878428454225118e-07	Dimple chin
			1	ORPHA:2645	2.1870848615947523e-07	Osteoglosphonic dysplasia
			1	HP:0002474	2.185759993076556e-07	Expressive language delay
			1	HP:0001974	2.1850961312522994e-07	Leukocytosis
			1	HP:0002645	2.176466199759207e-07	Wormian bones
			1	HP:0000078	2.17614349149341e-07	Abnormality of the genital system
			1	HP:0001123	2.1738261482852749e-07	Visual field defect
			1	HP:0012430	2.173721606113875e-07	Cerebral white matter hypoplasia
			1	ORPHA:363741	2.172790954479201e-07	Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome
			1	ORPHA:199310	2.1719740165348267e-07	Tetragametic chimerism
			1	HP:0100739	2.1678336217189878e-07	Bulimia
			1	ORPHA:1350	2.165018887441917e-07	Heart-hand syndrome type 2
			1	ORPHA:96190	2.1647507167721314e-07	Paternal uniparental disomy of chromosome 5
			1	HP:0003739	2.164350855504777e-07	Myoclonic spasms
			1	HP:0006191	2.1624163573439166e-07	Deep palmar crease
			1	HP:0007333	2.1622013635880785e-07	Hypoplasia of the frontal lobes
			1	ORPHA:1553	2.161182071641885e-07	Curry-Jones syndrome
			1	ORPHA:79644	2.1590632542744386e-07	Autosomal recessive hyperinsulinism due to Kir6.2 deficiency
			1	HP:0000662	2.158961683402671e-07	Nyctalopia
			1	ORPHA:2489	2.1584919613521458e-07	Upper limb defect-eye and ear abnormalities syndrome
			1	HP:0000262	2.157416853786529e-07	Turricephaly
			1	HP:0008905	2.154368280319576e-07	Rhizomelia
			1	HP:0001545	2.15340605243223e-07	Anteriorly placed anus
			1	ORPHA:2092	2.1519359270060161e-07	Focal dermal hypoplasia
			1	HP:0011476	2.1489860506090677e-07	Profound sensorineural hearing impairment
			1	HP:0009906	2.147993095750949e-07	Aplasia/Hypoplasia of the earlobes
			1	HP:0003134	2.1474308726931707e-07	Abnormality of peripheral nerve conduction
			1	ORPHA:139426	2.1451771706122978e-07	Perioral myoclonia with absences
			1	ORPHA:168984	2.144664233800027e-07	CLAPO syndrome
			1	HP:0004097	2.144210275120697e-07	Deviation of finger
			1	HP:0009879	2.1427225931707174e-07	Simplified gyral pattern
			1	HP:0030211	2.1421051174656545e-07	Slow pupillary light response
			1	ORPHA:1389	2.141725984455433e-07	Cortical blindness-intellectual disability-polydactyly syndrome
			1	HP:0002179	2.139970761566038e-07	Opisthotonus
			1	HP:0008846	2.136718136648985e-07	Severe intrauterine growth retardation
			1	HP:0006872	2.1360005780906094e-07	Cerebral hypoplasia
			1	ORPHA:2500	2.1347390204042725e-07	Acrogeria
			1	HP:0006951	2.1345501942081377e-07	Retrocerebellar cyst
			1	HP:0012391	2.1330981783594785e-07	Hyporeflexia of upper limbs
			1	HP:0025269	2.1319597004556e-07	Panic attack
			1	HP:0002445	2.127940261685739e-07	Tetraplegia
			1	HP:0001641	2.1202643742843609e-07	Abnormal pulmonary valve morphology
			1	HP:0100651	2.119779697654649e-07	Type I diabetes mellitus
			1	HP:0006913	2.119163967616768e-07	Frontal cortical atrophy
			1	HP:0001888	2.1185325719291918e-07	Lymphopenia
			1	HP:0005328	2.1171648948571187e-07	Progeroid facial appearance
			1	HP:0000902	2.114864239554827e-07	Rib fusion
			1	ORPHA:2089	2.1135037258979785e-07	Glycogen storage disease due to hepatic glycogen synthase deficiency
			1	HP:0011228	2.1133379238677977e-07	Horizontal eyebrow
			1	HP:0007165	2.113075899137685e-07	Periventricular heterotopia
			1	ORPHA:306	2.112684927967065e-07	Benign familial infantile epilepsy
			1	ORPHA:60015	2.112653454391039e-07	Enlarged parietal foramina
			1	HP:0002101	2.1125361126418387e-07	Abnormal lung lobation
			1	HP:0003348	2.1123773675725778e-07	Hyperalaninemia
			1	ORPHA:90653	2.1119826675038373e-07	Stickler syndrome type 1
			1	HP:0000338	2.110127142957516e-07	Hypomimic face
			1	ORPHA:529808	2.1060190392025242e-07	Chronic bilirubin encephalopathy
			1	HP:0000363	2.105365994549759e-07	Abnormal earlobe morphology
			1	HP:0000851	2.103516945639827e-07	Congenital hypothyroidism
			1	ORPHA:53583	2.099266117830313e-07	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity
			1	ORPHA:1858	2.096134170689039e-07	Skeletal dysplasia-epilepsy-short stature syndrome
			1	ORPHA:2988	2.0936698139198399e-07	Pterygium colli-intellectual disability-digital anomalies syndrome
			1	ORPHA:624	2.087264989446052e-07	Familial multiple nevi flammei
			1	HP:0002671	2.0871693129253544e-07	Basal cell carcinoma
			1	HP:0005306	2.086217682260189e-07	Capillary hemangioma
			1	HP:0002982	2.08569197437937e-07	Tibial bowing
			1	HP:0002659	2.08564131585099e-07	Increased susceptibility to fractures
			1	ORPHA:1945	2.0850076835717373e-07	Rolandic epilepsy
			1	ORPHA:324588	2.083211023503653e-07	Familial dyskinesia and facial myokymia
			1	HP:0009601	2.079545071698313e-07	Aplasia/Hypoplasia of the thumb
			1	ORPHA:210571	2.0794634301911566e-07	Dystonia 16
			1	HP:0001061	2.0784365249049785e-07	Acne
			1	HP:0002984	2.0699818887048613e-07	Hypoplasia of the radius
			1	HP:0008124	2.067413794562311e-07	Talipes calcaneovarus
			1	ORPHA:75233	2.067317364040005e-07	Wolman disease
			1	ORPHA:401835	2.0664165964232378e-07	Autosomal recessive spastic paraplegia type 70
			1	ORPHA:401815	2.064155007910515e-07	Autosomal recessive spastic paraplegia type 66
			1	HP:0008935	2.0633922987457186e-07	Generalized neonatal hypotonia
			1	HP:0007166	2.0619416226793574e-07	Paroxysmal dyskinesia
			1	HP:0002900	2.061259854549495e-07	Hypokalemia
			1	ORPHA:171706	2.060253480095107e-07	Short stature-delayed bone age due to thyroid hormone metabolism deficiency
			1	ORPHA:391457	2.056688438336393e-07	HSD10 disease, neonatal type
			1	ORPHA:1450	2.0564431441866082e-07	Ring chromosome 8 syndrome
			1	ORPHA:85198	2.054706503542947e-07	Dysspondyloenchondromatosis
			1	HP:0003028	2.054606434867433e-07	Abnormality of the ankle
			1	HP:0000829	2.0540699037293733e-07	Hypoparathyroidism
			1	ORPHA:1514	2.0530547650290467e-07	Craniodigital-intellectual disability syndrome
			1	HP:0009125	2.0529730101891729e-07	Lipodystrophy
			1	HP:0002942	2.051313022771624e-07	Thoracic kyphosis
			1	HP:0002653	2.050097674320938e-07	Bone pain
			1	ORPHA:79319	2.0466795950149875e-07	MPI-CDG
			1	HP:0001679	2.0455568311618098e-07	Abnormal aortic morphology
			1	HP:0009049	2.0441825144405986e-07	Peroneal muscle atrophy
			1	HP:0000987	2.0414601677195926e-07	Atypical scarring of skin
			1	HP:0001658	2.035575830821936e-07	Myocardial infarction
			1	HP:0008962	2.032969020263358e-07	Calf muscle hypoplasia
			1	ORPHA:1473	2.0329318864841697e-07	Uveal coloboma-cleft lip and palate-intellectual disability
			1	ORPHA:85326	2.0304960904007773e-07	X-linked intellectual disability, Stoll type
			1	HP:0011966	2.0284708453623155e-07	Elevated plasma citrulline
			1	HP:0031100	2.0277020940603406e-07	Decreased inhibin B level
			1	HP:0000491	2.027040099355689e-07	Keratitis
			1	HP:0003306	2.0259233120827413e-07	Spinal rigidity
			1	HP:0002216	2.0245668485775725e-07	Premature graying of hair
			1	HP:0000315	2.0222386363867325e-07	Abnormality of the orbital region
			1	HP:0000756	2.019039316740335e-07	Agoraphobia
			1	ORPHA:2067	2.01627034381319e-07	GAPO syndrome
			1	HP:0003086	2.0155208653364666e-07	Acromesomelia
			1	HP:0002003	2.0151657534923482e-07	Large forehead
			1	HP:0001566	2.015064828693551e-07	Widely-spaced maxillary central incisors
			1	HP:0100576	2.014341368469533e-07	Amaurosis fugax
			1	HP:0002188	2.01210584361011e-07	Delayed CNS myelination
			1	ORPHA:565612	2.0116957810193287e-07	Primary triglyceride deposit cardiomyovasculopathy
			1	HP:0004383	2.011313118985486e-07	Hypoplastic left heart
			1	ORPHA:3019	2.0097624757276906e-07	Ramon syndrome
			1	HP:0006703	2.0081993098828838e-07	Aplasia/Hypoplasia of the lungs
			1	HP:0030353	2.0079997527183306e-07	Decreased serum insulin-like growth factor 1
			1	HP:0008763	2.0074441212249658e-07	No social interaction
			1	HP:0002817	2.0066155687785537e-07	Abnormality of the upper limb
			1	HP:0002416	2.002078948290744e-07	Subependymal cysts
			1	HP:0002617	2.000533970337307e-07	Vascular dilatation
			1	HP:0002058	2.0004894544590925e-07	Myopathic facies
			1	ORPHA:429	1.9996930169036805e-07	Hypochondroplasia
			1	HP:0002149	1.9994531798192646e-07	Hyperuricemia
			1	HP:0006530	1.9990297894981189e-07	Abnormal pulmonary interstitial morphology
			1	HP:0007082	1.9988322808276705e-07	Dilated third ventricle
			1	ORPHA:1809	1.998083174548083e-07	Hidrotic ectodermal dysplasia, Halal type
			1	HP:0000973	1.99695001662927e-07	Cutis laxa
			1	ORPHA:2614	1.9955256245473494e-07	Nail-patella syndrome
			1	ORPHA:67045	1.993539042123235e-07	X-linked intellectual disability with isolated growth hormone deficiency
			1	HP:0001349	1.988274483851521e-07	Facial diplegia
			1	ORPHA:337	1.9869532718977505e-07	Fibrodysplasia ossificans progressiva
			1	HP:0001188	1.986407302483268e-07	Hand clenching
			1	HP:0012304	1.985714451036884e-07	Hypoplastic aortic arch
			1	ORPHA:401795	1.9854349834829266e-07	Autosomal recessive spastic paraplegia type 59
			1	HP:0002835	1.9826869218055442e-07	Aspiration
			1	HP:0001939	1.9816992463205482e-07	Abnormality of metabolism/homeostasis
			1	HP:0002435	1.9799919536182025e-07	Meningocele
			1	HP:0012105	1.979499703575981e-07	Occipital cortical atrophy
			1	HP:0003700	1.979169652017211e-07	Generalized amyotrophy
			1	ORPHA:2015	1.9780506586411815e-07	Cleft palate-short stature-vertebral anomalies syndrome
			1	ORPHA:853	1.975598129274584e-07	Fetal and neonatal alloimmune thrombocytopenia
			1	HP:0006501	1.974450273395069e-07	Aplasia/Hypoplasia of the radius
			1	HP:0006938	1.9715079648018802e-07	Impaired vibration sensation at ankles
			1	HP:0007361	1.968179309324637e-07	Abnormal pons morphology
			1	HP:0000643	1.96811467916617e-07	Blepharospasm
			1	HP:0002415	1.967524012395802e-07	Leukodystrophy
			1	HP:0100026	1.967194654442633e-07	Arteriovenous malformation
			1	HP:0005374	1.967091868985603e-07	Cellular immunodeficiency
			1	HP:0001083	1.965695167224811e-07	Ectopia lentis
			1	ORPHA:2379	1.965660874161423e-07	Early-onset parkinsonism-intellectual disability syndrome
			1	HP:0012104	1.9648774870433605e-07	Parietal cortical atrophy
			1	HP:0002483	1.9597154288352883e-07	Bulbar signs
			1	HP:0000075	1.9575794993506638e-07	Renal duplication
			1	ORPHA:352723	1.954522481915536e-07	Attenuated Chédiak-Higashi syndrome
			1	ORPHA:3344	1.9532103870176546e-07	Weismann-Netter syndrome
			1	HP:0030339	1.9526230143435487e-07	Decreased circulating gonadotropin concentration
			1	HP:0025100	1.949576926673251e-07	Abnormal hippocampus morphology
			1	HP:0007064	1.9480627794760842e-07	Progressive language deterioration
			1	HP:0007266	1.9474456181892997e-07	Cerebral dysmyelination
			1	HP:0007058	1.942926451753482e-07	Generalized cerebral atrophy/hypoplasia
			1	ORPHA:1513	1.9389834232310961e-07	Craniodiaphyseal dysplasia
			1	ORPHA:1538	1.9375868008662282e-07	Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome
			1	HP:0000162	1.936150177737709e-07	Glossoptosis
			1	HP:0002340	1.9360636351471586e-07	Caudate atrophy
			1	ORPHA:3417	1.9350082638204048e-07	Van den Bosch syndrome
			1	HP:0002815	1.932460379604108e-07	Abnormality of the knee
			1	HP:0000035	1.9310095389278667e-07	Abnormal testis morphology
			1	HP:0012810	1.930216149830847e-07	Wide nasal base
			1	HP:0005968	1.9281577352113042e-07	Temperature instability
			1	ORPHA:1452	1.9264657768788985e-07	Cleidocranial dysplasia
			1	HP:0001540	1.926092326418301e-07	Diastasis recti
			1	HP:0002608	1.9216978518914613e-07	Celiac disease
			1	ORPHA:3074	1.92148589774894e-07	Intellectual disability-short stature-hypertelorism syndrome
			1	ORPHA:100924	1.92056880987866e-07	Porphyria due to ALA dehydratase deficiency
			1	HP:0012537	1.9192784241032e-07	Food intolerance
			1	HP:0001733	1.9181718155266628e-07	Pancreatitis
			1	HP:0001287	1.9179081157345735e-07	Meningitis
			1	HP:0003508	1.9176524864624497e-07	Proportionate short stature
			1	HP:0005301	1.9175833147763425e-07	Persistent left superior vena cava
			1	ORPHA:35099	1.916967108014273e-07	Non-syndromic bicoronal craniosynostosis
			1	HP:0005567	1.916782382780399e-07	Renal magnesium wasting
			1	HP:0007655	1.915479901316101e-07	Eversion of lateral third of lower eyelids
			1	HP:0006315	1.9145612871522634e-07	Solitary median maxillary central incisor
			1	HP:0001882	1.913842886081984e-07	Leukopenia
			1	ORPHA:1484	1.9136788080213584e-07	Contractures-ectodermal dysplasia-cleft lip/palate syndrome
			1	ORPHA:388	1.9096911470369405e-07	Hirschsprung disease
			1	HP:0012639	1.9091083146179368e-07	Abnormal nervous system morphology
			1	HP:0003390	1.9086915591229802e-07	Sensory axonal neuropathy
			1	HP:0001724	1.908387389731435e-07	obsolete Aortic dilatation
			1	HP:0001195	1.9041024215027762e-07	Single umbilical artery
			1	HP:0002032	1.9040046955551533e-07	Esophageal atresia
			1	HP:0008765	1.9037456543896209e-07	Auditory hallucinations
			1	HP:0002299	1.898893884111012e-07	Brittle hair
			1	ORPHA:88643	1.895014591015153e-07	Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome
			1	HP:0012074	1.8949873877952018e-07	Tonic pupil
			1	HP:0002100	1.8936218032930769e-07	Recurrent aspiration pneumonia
			1	HP:0009909	1.8894305096656578e-07	Uplifted earlobe
			1	ORPHA:573	1.888083307782845e-07	Monilethrix
			1	HP:0003803	1.8845405858605881e-07	Type 1 muscle fiber predominance
			1	HP:0011924	1.8843149025494898e-07	Decreased activity of mitochondrial complex III
			1	ORPHA:2290	1.8836114346287258e-07	Microvillus inclusion disease
			1	HP:0002091	1.8823052359162282e-07	Restrictive ventilatory defect
			1	HP:0001334	1.8815616584991177e-07	Communicating hydrocephalus
			1	HP:0012658	1.8800116549014367e-07	Abnormal brain FDG positron emission tomography
			1	HP:0003542	1.8746105223504266e-07	Increased serum pyruvate
			1	ORPHA:1951	1.8729643537588254e-07	Epilepsy-telangiectasia syndrome
			1	HP:0003712	1.8722393474624117e-07	Skeletal muscle hypertrophy
			1	HP:0031169	1.868883415803227e-07	Postterm pregnancy
			1	ORPHA:79087	1.8672392471343368e-07	Acquired partial lipodystrophy
			1	HP:0002816	1.865075853237789e-07	Genu recurvatum
			1	HP:0007074	1.860854099217981e-07	Thick corpus callosum
			1	ORPHA:99949	1.8603563563396764e-07	Charcot-Marie-Tooth disease type 4C
			1	ORPHA:1067	1.8538611911129798e-07	Aniridia-ptosis-intellectual disability-familial obesity syndrome
			1	ORPHA:85170	1.852742483939768e-07	Mesomelic dysplasia, Savarirayan type
			1	HP:0100625	1.8522904958803525e-07	Enlarged thorax
			1	HP:0000480	1.8498778582193587e-07	Retinal coloboma
			1	HP:0002247	1.8459403184171506e-07	Duodenal atresia
			1	HP:0000086	1.8396310349473865e-07	Ectopic kidney
			1	HP:0001480	1.838101009015405e-07	Freckling
			1	ORPHA:2940	1.8350404410112118e-07	Porencephaly
			1	HP:0012157	1.8347642916915858e-07	Subcortical cerebral atrophy
			1	HP:0002970	1.832327154045203e-07	Genu varum
			1	ORPHA:3327	1.827245920784593e-07	Thyrocerebrorenal syndrome
			1	ORPHA:2871	1.826085719299277e-07	Pfeiffer-Palm-Teller syndrome
			1	HP:0009914	1.825832527780361e-07	Cyclopia
			1	HP:0007325	1.8228869829213458e-07	Generalized dystonia
			1	HP:0100678	1.8227869467942505e-07	Premature skin wrinkling
			1	HP:0000554	1.82049107321286e-07	Uveitis
			1	ORPHA:2773	1.8168387132144962e-07	Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome
			1	HP:0008610	1.8149283899442345e-07	Infantile sensorineural hearing impairment
			1	HP:0000395	1.812604878011964e-07	Prominent antihelix
			1	HP:0100825	1.811405176897943e-07	Cheilitis
			1	HP:0003781	1.810464737021364e-07	Excessive salivation
			1	ORPHA:351	1.809798751453214e-07	Galactosialidosis
			1	ORPHA:3175	1.8081061035452893e-07	X-linked spasticity-intellectual disability-epilepsy syndrome
			1	HP:0001063	1.80652834427338e-07	Acrocyanosis
			1	HP:0000147	1.805635167370309e-07	Polycystic ovaries
			1	HP:0011151	1.8045020645626585e-07	Atypical absence status epilepticus
			1	HP:0001583	1.8035850791577768e-07	Rotary nystagmus
			1	HP:0001863	1.803148972601025e-07	Toe clinodactyly
			1	HP:0009046	1.8027622452866493e-07	Difficulty running
			1	ORPHA:1891	1.8010225615690789e-07	Intellectual disability-spasticity-ectrodactyly syndrome
			1	HP:0012736	1.8004776161032417e-07	Profound global developmental delay
			1	HP:0006385	1.797960916033547e-07	Short lower limbs
			1	HP:0001377	1.7965837919384278e-07	Limited elbow extension
			1	HP:0002362	1.7964226410133986e-07	Shuffling gait
			1	HP:0001605	1.796178044083179e-07	Vocal cord paralysis
			1	HP:0002419	1.7958702577557266e-07	Molar tooth sign on MRI
			1	HP:0002174	1.794566810110051e-07	Postural tremor
			1	HP:0001657	1.7935933348095584e-07	Prolonged QT interval
			1	HP:0005792	1.792257703302763e-07	Short humerus
			1	HP:0001919	1.792212978350489e-07	Acute kidney injury
			1	ORPHA:1910	1.7907854762119153e-07	Fetal iodine syndrome
			1	ORPHA:1375	1.789047197397094e-07	Cataract-hypertrichosis-intellectual disability syndrome
			1	HP:0007633	1.7886398566504408e-07	Bilateral microphthalmos
			1	HP:0002656	1.786562062371819e-07	Epiphyseal dysplasia
			1	ORPHA:33	1.786149718370917e-07	Isovaleric acidemia
			1	HP:0012718	1.78221479974056e-07	Morphological abnormality of the gastrointestinal tract
			1	ORPHA:321	1.7819298418706697e-07	Multiple osteochondromas
			1	HP:0000820	1.7799773452663126e-07	Abnormality of the thyroid gland
			1	HP:0000766	1.7765995067835538e-07	Abnormal sternum morphology
			1	HP:0012377	1.776585975304429e-07	Hemianopia
			1	HP:0004315	1.771605357191947e-07	Decreased circulating IgG level
			1	HP:0000113	1.7693302628056347e-07	Polycystic kidney dysplasia
			1	HP:0000853	1.769151574967443e-07	Goiter
			1	HP:0040189	1.768654198963454e-07	Scaling skin
			1	HP:0001848	1.7658006751423798e-07	Calcaneovalgus deformity
			1	HP:0005989	1.7655654543316458e-07	Redundant neck skin
			1	HP:0000570	1.7640505359994502e-07	Abnormal saccadic eye movements
			1	HP:0012547	1.7627096121997689e-07	Abnormal involuntary eye movements
			1	HP:0200035	1.7609973758128752e-07	Skin plaque
			1	HP:0007207	1.7608827350043405e-07	Photosensitive tonic-clonic seizure
			1	HP:0005562	1.7599680920560593e-07	Multiple renal cysts
			1	HP:0006955	1.7558550519303677e-07	Olivopontocerebellar hypoplasia
			1	HP:0006528	1.755187098179191e-07	Chronic lung disease
			1	HP:0000511	1.7546741217301506e-07	Vertical supranuclear gaze palsy
			1	HP:0012115	1.7518450041689212e-07	Hepatitis
			1	HP:0003022	1.751526509921534e-07	Hypoplasia of the ulna
			1	ORPHA:1226	1.7497670707123956e-07	Bamforth-Lazarus syndrome
			1	HP:0002286	1.746991938750057e-07	Fair hair
			1	HP:0002375	1.738200595748962e-07	Hypokinesia
			1	ORPHA:358	1.736621908168438e-07	Gitelman syndrome
			1	HP:0008368	1.73533507628142e-07	Tarsal synostosis
			1	HP:0002223	1.734772358907352e-07	Absent eyebrow
			1	ORPHA:2278	1.7324718962515474e-07	Ichthyosis-intellectual disability-dwarfism-renal impairment syndrome
			1	HP:0002667	1.730317150417277e-07	Nephroblastoma
			1	HP:0001291	1.723607870707784e-07	Abnormal cranial nerve morphology
			1	HP:0002925	1.722865625502762e-07	Elevated circulating thyroid-stimulating hormone concentration
			1	HP:0007024	1.722675316858952e-07	Pseudobulbar paralysis
			1	HP:0001743	1.7224605420255586e-07	Abnormality of the spleen
			1	ORPHA:2155	1.7206056053920785e-07	Hirschsprung disease-deafness-polydactyly syndrome
			1	HP:0010721	1.708442129199626e-07	Abnormal hair whorl
			1	HP:0005871	1.707282846581785e-07	Metaphyseal chondrodysplasia
			1	HP:0002997	1.7066872486943346e-07	obsolete Abnormality of the ulna
			1	HP:0011001	1.7053775282576084e-07	Increased bone mineral density
			1	HP:0003493	1.7038006937903645e-07	Antinuclear antibody positivity
			1	ORPHA:1380	1.703717199309557e-07	Cataract-nephropathy-encephalopathy syndrome
			1	HP:0001581	1.70291829684526e-07	Recurrent skin infections
			1	HP:0007002	1.7028665458933864e-07	Motor axonal neuropathy
			1	HP:0100777	1.701588028334946e-07	Exostoses
			1	HP:0008625	1.7014321628757558e-07	Severe sensorineural hearing impairment
			1	HP:0002334	1.697635059852421e-07	Abnormal cerebellar vermis morphology
			1	HP:0000539	1.697484856296015e-07	Abnormality of refraction
			1	HP:0031951	1.697372164414625e-07	Nocturnal seizures
			1	HP:0006817	1.6958654958115997e-07	Aplasia/Hypoplasia of the cerebellar vermis
			1	HP:0001864	1.6954840879566257e-07	Clinodactyly of the 5th toe
			1	HP:0009800	1.695150628853327e-07	Maternal diabetes
			1	HP:0005257	1.6950307373331433e-07	Thoracic hypoplasia
			1	ORPHA:157846	1.6935931902638324e-07	Neuroferritinopathy
			1	HP:0000656	1.690917054277226e-07	Ectropion
			1	HP:0003657	1.6874697782152716e-07	Vascular granular osmiophilic material deposition
			1	HP:0001105	1.68600812613051e-07	Retinal atrophy
			1	HP:0000151	1.6851959340864348e-07	Aplasia of the uterus
			1	ORPHA:99827	1.684733416265035e-07	Crimean-Congo hemorrhagic fever
			1	HP:0000246	1.684115358984629e-07	Sinusitis
			1	HP:0004493	1.68251714638934e-07	Craniofacial hyperostosis
			1	ORPHA:1078	1.682188476907981e-07	Thumb stiffness-brachydactyly-intellectual disability syndrome
			1	ORPHA:1659	1.6805374157672437e-07	Dermatoleukodystrophy
			1	ORPHA:209981	1.6763655029338274e-07	IRIDA syndrome
			1	HP:0000629	1.6755032447742358e-07	Periorbital fullness
			1	ORPHA:2573	1.6728068164434546e-07	Moyamoya disease
			1	HP:0200021	1.6676314442010096e-07	Down-sloping shoulders
			1	HP:0002231	1.6660583998325205e-07	Sparse body hair
			1	HP:0000608	1.6632259393210833e-07	Macular degeneration
			1	HP:0004389	1.6615474827784659e-07	Intestinal pseudo-obstruction
			1	HP:0002571	1.66141917161724e-07	Achalasia
			1	HP:0003072	1.6602317252886362e-07	Hypercalcemia
			1	ORPHA:171851	1.6597266172055228e-07	MEDNIK syndrome
			1	HP:0007178	1.659154222858736e-07	Motor polyneuropathy
			1	HP:0000467	1.654229829161633e-07	Neck muscle weakness
			1	HP:0000749	1.652734249901843e-07	Paroxysmal bursts of laughter
			1	HP:0003416	1.6517224295401905e-07	Spinal canal stenosis
			1	HP:0002715	1.6495019300249868e-07	Abnormality of the immune system
			1	HP:0011807	1.645810049653937e-07	Type 1 muscle fiber atrophy
			1	HP:0100729	1.6458059411803e-07	Large face
			1	HP:0001138	1.6454275422097809e-07	Optic neuropathy
			1	HP:0002097	1.642601046478421e-07	Emphysema
			1	HP:0002322	1.642038956008721e-07	Resting tremor
			1	HP:0000230	1.6373167653927278e-07	Gingivitis
			1	HP:0030884	1.633462463353844e-07	Gastrojejunal tube feeding in infancy
			1	HP:0001799	1.633403017722252e-07	Short nail
